Date,Time,ESP_ms,Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,Result,Label
2025-09-16,23:16:56.423000,6942,31.2,975.42,-1.09,-0.49,-10.03,0.002,0.006,0.995,319.87,Normal,0
2025-09-10,01:04:14.843000,946866,31.81,975.88,-1.49,0.62,-1522.51,-0.017,-0.002,0.997,315.9,Normal,0
2025-09-16,23:11:50.590000,15936,32.02,975.44,-1.27,-0.57,-25.85,-0.002,0.002,0.991,319.66,Normal,0
2025-09-10,01:21:35.770000,1580499,31.71,975.83,-1.65,0.64,-2604.09,-0.016,-0.006,1.0,316.31,Normal,0
2025-09-10,00:10:14.716000,1136055,32.26,976.15,-1.09,-1.83,-1872.64,0.025,0.005,0.992,313.56,Normal,0
2025-09-17,00:06:00.256000,2283216,32.3,975.07,-1.3,-3.82,-4103.58,0.058,-0.004,0.986,322.82,Normal,0
2025-09-16,23:41:39.925000,979914,32.23,975.36,-1.3,-1.04,-1764.53,0.009,0.002,0.99,320.37,Normal,0
2025-09-16,23:15:01.976000,36957,31.53,975.4,-1.11,-0.48,-59.51,-0.002,0.004,1.0,320.04,Normal,0
2025-09-16,23:08:34.324000,27948,31.43,975.44,-1.16,-0.57,-44.01,0.002,0.002,1.001,319.7,Normal,0
2025-09-10,01:04:15.069000,1472391,31.72,975.86,-1.58,0.64,-2418.55,-0.023,-0.004,0.999,316.04,Normal,0
2025-09-17,00:00:01.991000,2082015,32.47,975.06,-1.27,-3.82,-3763.75,0.059,-0.003,0.986,322.95,Normal,0
2025-09-16,23:38:15.729000,775710,32.26,975.4,-1.28,-1.04,-1412.04,0.009,0.004,0.993,320.0,Normal,0
2025-09-09,23:59:41.685000,514434,32.54,976.2,-1.09,-0.25,-790.51,-0.004,0.003,1.001,313.15,Normal,0
2025-09-09,23:55:26.436000,259179,32.87,976.21,-1.02,-0.26,-387.03,-0.008,0.003,0.999,313.03,Normal,0
2025-09-10,01:28:00.729000,385305,31.87,975.77,-1.23,-0.5,-688.58,-0.002,-0.002,0.994,316.86,Normal,0
2025-09-16,23:38:06.711000,766701,32.27,975.41,-1.29,-1.04,-1396.35,0.006,-0.003,0.998,319.94,Normal,0
2025-09-16,23:34:24.500000,544479,32.19,975.47,-1.31,1.08,-916.79,-0.034,-0.002,1.005,319.4,Normal,0
2025-09-16,23:28:21.148000,181116,31.96,975.46,-1.18,-0.82,-289.3,0.003,0.001,0.995,319.46,Normal,0
2025-09-17,00:07:23.434000,2523456,32.29,975.06,-1.28,-3.8,-4509.37,0.058,-0.001,0.989,322.95,Normal,0
2025-09-10,00:16:52.149000,1418337,32.21,976.13,-1.05,-1.78,-2325.35,0.028,-0.002,0.992,313.75,Normal,0
2025-09-17,00:06:00.278000,2316249,32.28,975.03,-1.26,-3.8,-4159.38,0.058,-0.001,0.984,323.22,Normal,0
2025-09-10,00:16:52.057000,1343262,32.21,976.18,-0.99,-1.81,-2204.68,0.021,0.006,0.988,313.27,Normal,0
2025-09-10,01:44:28.701000,1373292,31.52,975.49,-1.14,1.82,-2488.01,-0.041,-0.001,1.0,319.21,Normal,0
2025-09-10,01:49:13.978000,1658577,31.47,975.39,-1.31,-6.6,-2900.82,0.107,-0.005,0.978,320.09,Normal,0
2025-09-09,23:52:20.250000,72993,33.09,976.17,-2.26,-9.17,-66.84,0.145,0.022,0.969,313.39,Normal,0
2025-09-10,00:08:27.066000,1015935,32.26,976.13,-1.02,-1.81,-1681.58,0.019,-0.003,0.995,313.72,Normal,0
2025-09-10,01:04:15.031000,1373292,31.73,975.87,-1.61,0.63,-2249.0,-0.022,-0.005,1.0,315.96,Normal,0
2025-09-10,00:40:32.787000,91011,32.13,975.95,-1.46,-0.8,-101.32,0.006,-0.004,0.994,315.27,Normal,0
2025-09-16,23:08:19.300000,12933,31.44,975.44,-1.18,-0.53,-19.1,-0.001,0.0,0.993,319.68,Normal,0
2025-09-16,23:35:30.569000,610545,32.18,975.5,-1.37,1.07,-1027.7,-0.028,-0.007,0.996,319.14,Normal,0
2025-09-10,01:04:15.063000,1460379,31.72,975.88,-1.57,0.62,-2398.13,-0.018,-0.004,0.998,315.86,Normal,0
2025-09-10,01:21:36.116000,1736655,31.67,975.79,-1.59,0.64,-2873.98,-0.021,-0.007,0.99,316.62,Normal,0
2025-09-10,01:40:04.445000,1109028,31.67,975.59,-1.12,1.87,-2036.01,-0.044,-0.002,0.998,318.41,Normal,0
2025-09-16,23:40:48.878000,928863,32.24,975.36,-1.29,-1.05,-1676.59,0.009,-0.002,0.996,320.33,Normal,0
2025-09-16,23:33:12.424000,472407,32.14,975.49,-1.17,-0.84,-778.78,0.007,-0.001,0.994,319.19,Normal,0
2025-09-10,01:44:06.706000,1298217,31.55,975.49,-1.14,1.85,-2360.25,-0.044,-0.001,0.992,319.19,Normal,0
2025-09-10,01:28:27.766000,412332,31.83,975.77,-1.24,-0.51,-736.76,-0.004,0.005,0.995,316.84,Normal,0
2025-09-10,00:34:31.719000,2604522,32.52,975.93,-1.55,-2.97,-4256.33,0.042,-0.006,0.993,315.44,Normal,0
2025-09-10,01:25:42.601000,247167,33.49,975.8,-1.24,-0.5,-443.1,0.0,0.0,0.999,316.61,Normal,0
2025-09-16,23:57:25.841000,1925859,32.32,975.07,-1.34,-4.18,-3717.37,0.064,-0.005,0.982,322.81,Normal,0
2025-09-10,01:39:01.381000,1045965,31.66,975.58,-1.23,1.91,-1864.36,-0.045,0.002,1.002,318.48,Normal,0
2025-09-10,00:45:42.075000,400320,32.01,975.94,-1.45,0.65,-615.99,-0.021,-0.005,0.997,315.33,Normal,0
2025-09-10,00:47:45.205000,523443,31.89,975.91,-1.45,0.65,-816.05,-0.018,-0.003,0.995,315.59,Normal,0
2025-09-10,00:25:01.167000,2033952,32.34,976.02,-1.11,-6.26,-3294.66,0.097,0.0,0.987,314.67,Normal,0
2025-09-10,01:38:55.364000,1039959,31.68,975.6,-1.15,1.9,-1853.87,-0.041,0.002,1.0,318.27,Normal,0
2025-09-09,23:55:20.424000,253173,32.9,976.16,-1.02,-0.26,-377.71,-0.004,0.004,0.998,313.51,Normal,0
2025-09-16,23:19:20.559000,151086,28.5,975.46,-1.13,-0.59,-240.93,0.006,-0.001,0.991,319.5,Normal,0
2025-09-10,00:47:57.218000,535455,31.89,975.92,-1.45,0.65,-835.92,-0.02,-0.006,0.998,315.58,Normal,0
2025-09-10,01:35:53.146000,829749,31.68,975.67,-1.21,-0.54,-1482.16,0.001,-0.001,0.993,317.65,Normal,0
2025-09-10,01:44:06.706000,1295214,31.54,975.48,-1.14,1.83,-2355.14,-0.041,-0.003,1.002,319.3,Normal,0
2025-09-17,00:18:51.103000,3211143,30.31,975.0,-1.12,0.21,-5702.12,-0.015,0.002,0.998,323.47,Normal,0
2025-09-10,01:04:14.969000,1220139,31.76,975.85,-1.6,0.62,-1986.45,-0.021,-0.002,0.996,316.11,Normal,0
2025-09-16,23:16:31.370000,88023,31.18,975.43,-1.17,-0.64,-56.54,0.004,-0.002,0.995,319.76,Normal,0
2025-09-16,23:09:40.387000,94014,31.45,975.44,-1.18,-0.55,-154.63,0.003,0.002,0.997,319.63,Normal,0
2025-09-10,00:16:51.892000,1274193,32.23,976.19,-1.11,-1.84,-2093.62,0.025,-0.003,0.985,313.25,Normal,0
2025-09-16,23:14:49.965000,24945,31.89,975.4,-1.11,-0.53,-39.25,0.0,0.003,0.992,320.03,Normal,0
2025-09-10,01:50:47.072000,1751670,32.06,975.41,-1.26,-6.46,-3063.07,0.101,-0.001,0.979,319.91,Normal,0
2025-09-10,00:38:01.928000,2814732,32.26,975.95,-1.73,-5.13,-4628.07,0.081,-0.063,1.089,315.27,Normal,0
2025-09-17,00:18:48.090000,3208140,30.25,974.99,-1.15,0.18,-5697.06,-0.012,0.003,0.999,323.49,Normal,0
2025-09-10,00:21:36.959000,1829748,32.3,976.04,-0.94,-6.34,-2972.05,0.1,0.004,0.981,314.49,Normal,0
2025-09-10,01:37:39.905000,952872,31.65,975.65,-1.17,1.92,-1701.45,-0.042,0.0,0.999,317.86,Normal,0
2025-09-10,01:22:45.423000,69990,31.7,975.83,-1.31,-0.61,-123.27,0.003,0.004,0.991,316.35,Normal,0
2025-09-17,00:19:39.151000,3259191,31.11,974.94,-1.17,0.17,-5782.81,-0.015,-0.001,1.0,323.98,Normal,0
2025-09-10,00:34:07.700000,2580498,32.25,975.96,-1.4,-2.86,-4215.98,0.029,-0.003,1.001,315.23,Normal,0
2025-09-09,23:52:02.239000,54975,32.66,976.15,-1.15,-0.5,-85.35,0.005,0.005,0.989,313.53,Normal,0
2025-09-10,01:04:15.033000,1379298,31.73,975.86,-1.63,0.6,-2259.27,-0.02,-0.009,0.996,316.09,Normal,0
2025-09-10,00:42:17.883000,196116,32.07,975.97,-1.58,-0.84,-270.61,0.005,-0.005,0.99,315.12,Normal,0
2025-09-10,00:41:20.833000,139059,32.07,975.95,-1.5,-0.84,-178.82,0.002,-0.003,1.001,315.29,Normal,0
2025-09-10,00:21:51.981000,1844763,32.26,976.04,-0.88,-6.32,-2996.09,0.102,-0.001,0.984,314.5,Normal,0
2025-09-10,01:22:51.433000,75996,31.71,975.77,-1.19,-0.58,-133.94,0.0,0.002,1.001,316.81,Normal,0
2025-09-10,00:20:27.898000,1760679,32.33,976.05,-0.87,-6.31,-2861.29,0.098,0.005,0.984,314.4,Normal,0
2025-09-10,00:36:46.854000,2739657,32.32,975.92,-1.58,-4.84,-4495.52,0.075,-0.005,0.985,315.55,Normal,0
2025-09-10,01:41:40.531000,1205124,31.63,975.55,-1.11,1.84,-2200.73,-0.039,-0.001,1.001,318.72,Normal,0
2025-09-10,01:04:14.684000,688608,31.84,975.92,-1.51,0.64,-1089.36,-0.017,-0.008,0.999,315.57,Normal,0
2025-09-10,00:43:02.927000,241161,32.03,975.98,-1.48,-0.8,-343.15,0.003,-0.009,0.989,315.06,Normal,0
2025-09-10,01:29:27.822000,472392,31.79,975.72,-1.27,-0.51,-843.51,0.002,-0.004,0.995,317.22,Normal,0
2025-09-16,23:54:07.655000,1727661,32.38,975.09,-1.32,-4.18,-3388.6,0.06,-0.005,0.983,322.71,Normal,0
2025-09-10,01:22:03.389000,27948,31.65,975.82,-1.28,-0.57,-47.6,0.001,-0.003,0.998,316.38,Normal,0
2025-09-10,00:30:19.474000,2352270,32.33,975.99,-1.4,-5.26,-3825.1,0.084,-0.001,0.995,314.94,Normal,0
2025-09-10,01:34:37.120000,781701,31.7,975.68,-1.22,-0.53,-1395.73,0.005,-0.003,0.996,317.62,Normal,0
2025-09-16,23:14:37.953000,12933,31.99,975.42,-1.15,-0.58,-19.01,0.002,-0.001,0.993,319.83,Normal,0
2025-09-16,23:31:57.361000,397332,32.09,975.49,-1.1,-0.87,-652.57,0.01,0.0,0.996,319.21,Normal,0
2025-09-10,01:40:28.459000,1133052,31.67,975.58,-1.15,1.84,-2077.22,-0.042,0.003,1.004,318.48,Normal,0
2025-09-16,23:31:06.309000,346281,32.04,975.5,-1.1,-0.8,-567.11,0.004,0.0,0.995,319.15,Normal,0
2025-09-17,00:13:38.443000,2868801,32.1,975.11,-1.28,-3.75,-5092.62,0.057,-0.001,0.989,322.48,Normal,0
2025-09-10,00:22:00.991000,1853772,32.26,976.02,-0.96,-6.33,-2982.25,0.102,0.001,0.984,314.71,Normal,0
2025-09-10,00:16:52.141000,1406325,32.21,976.13,-1.01,-1.81,-2306.08,0.024,0.003,0.996,313.76,Normal,0
2025-09-10,01:49:10.977000,1655574,31.48,975.4,-1.34,-6.62,-2895.51,0.104,-0.001,0.978,319.99,Normal,0
2025-09-10,01:38:10.331000,994914,31.66,975.63,-1.21,1.89,-1774.95,-0.043,0.004,0.999,318.04,Normal,0
2025-09-10,00:20:12.886000,1745664,32.36,976.05,-0.92,-6.32,-2836.84,0.102,0.002,0.986,314.43,Normal,0
2025-09-10,01:41:55.549000,1220139,31.6,975.56,-1.1,1.82,-2226.58,-0.04,0.001,0.996,318.62,Normal,0
2025-09-10,00:28:19.361000,2232150,32.18,975.99,-1.01,-5.4,-3623.37,0.084,0.002,0.982,314.92,Normal,0
2025-09-10,01:46:58.845000,1523442,31.52,975.42,-1.31,-6.6,-2666.0,0.109,-0.003,0.982,319.81,Normal,0
2025-09-10,01:25:48.605000,253173,33.17,975.77,-1.23,-0.54,-453.89,0.002,0.003,0.997,316.83,Normal,0
2025-09-16,23:41:15.905000,955890,32.23,975.39,-1.28,-1.05,-1723.15,0.007,0.001,1.0,320.13,Normal,0
2025-09-16,23:57:24.711000,1874808,32.33,975.07,-1.34,-4.16,-3632.91,0.062,-0.002,0.982,322.82,Normal,0
2025-09-10,01:41:52.547000,1217136,31.6,975.55,-1.2,1.85,-2221.48,-0.043,-0.004,1.001,318.73,Normal,0
2025-09-16,23:15:37.320000,33969,30.84,975.47,-1.27,-1.02,-47.25,0.009,-0.001,0.989,319.37,Normal,0
2025-09-10,00:09:15.239000,1088007,32.27,976.14,-1.02,-1.82,-1795.95,0.025,0.003,0.994,313.62,Normal,0
2025-09-10,01:04:14.962000,1199118,31.76,975.87,-1.57,0.63,-1950.61,-0.021,-0.008,0.994,316.0,Normal,0
2025-09-09,23:58:44.618000,457377,32.62,976.17,-1.09,-0.26,-698.92,-0.002,-0.003,1.001,313.38,Normal,0
2025-09-10,00:16:54.685000,1547466,32.16,976.1,-1.06,-1.79,-2533.17,0.023,0.001,0.996,313.96,Normal,0
2025-09-16,23:29:51.237000,271206,31.99,975.47,-1.11,-0.86,-441.11,0.005,0.0,0.997,319.41,Normal,0
2025-09-10,00:16:52.028000,1334253,32.22,976.18,-1.01,-1.82,-2190.21,0.02,-0.001,0.993,313.34,Normal,0
2025-09-10,01:04:14.924000,1109028,31.77,975.87,-1.53,0.64,-1797.45,-0.024,-0.004,0.998,315.99,Normal,0
2025-09-16,23:57:24.717000,1886820,32.34,975.07,-1.38,-4.15,-3652.86,0.065,-0.003,0.985,322.8,Normal,0
2025-09-10,00:32:49.611000,2502420,32.12,975.97,-1.42,-5.28,-4085.79,0.081,-0.003,0.98,315.08,Normal,0
2025-09-10,01:40:40.475000,1145064,31.65,975.54,-1.2,1.85,-2097.87,-0.04,0.003,1.0,318.81,Normal,0
2025-09-09,23:55:23.431000,256176,32.89,976.18,-1.03,-0.25,-382.37,-0.003,0.004,0.996,313.32,Normal,0
2025-09-10,00:09:33.251000,1106025,32.26,976.16,-0.99,-1.83,-1824.62,0.026,0.005,0.99,313.52,Normal,0
2025-09-16,23:27:09.079000,109044,31.94,975.52,-1.15,-0.81,-168.26,0.004,0.0,1.004,319.01,Normal,0
2025-09-10,01:45:10.744000,1415334,31.5,975.47,-1.14,1.83,-2559.5,-0.04,-0.002,0.994,319.39,Normal,0
2025-09-10,01:30:57.905000,562482,31.78,975.71,-1.22,-0.51,-1003.09,-0.001,0.004,0.996,317.38,Normal,0
2025-09-10,00:04:41.969000,814734,32.38,976.17,-0.99,-1.83,-1362.44,0.023,0.005,0.988,313.43,Normal,0
2025-09-10,01:04:14.720000,733653,31.83,975.88,-1.48,0.62,-1164.53,-0.017,-0.005,0.994,315.86,Normal,0
2025-09-16,23:16:10.351000,67002,31.22,975.41,-0.28,-1.62,-19.61,0.129,0.038,1.025,319.9,Normal,0
2025-09-16,23:34:21.501000,541476,32.2,975.45,-1.33,1.05,-911.73,-0.024,-0.002,1.001,319.59,Normal,0
2025-09-10,01:04:14.734000,754674,31.83,975.92,-1.49,0.6,-1199.74,-0.02,-0.008,0.999,315.57,Normal,0
2025-09-09,23:57:53.581000,406326,32.65,976.18,-1.03,-0.27,-618.19,-0.007,0.001,0.993,313.28,Normal,0
2025-09-10,01:04:14.766000,802722,31.81,975.91,-1.55,0.59,-1280.56,-0.017,-0.003,0.999,315.66,Normal,0
2025-09-09,23:56:59.527000,352272,32.67,976.16,-1.05,-0.26,-532.8,-0.005,0.001,0.99,313.49,Normal,0
2025-09-10,01:47:49.898000,1574493,31.47,975.41,-1.27,-6.59,-2754.78,0.105,0.0,0.981,319.92,Normal,0
2025-09-10,01:44:06.701000,1289208,31.54,975.52,-1.15,1.84,-2344.83,-0.039,-0.002,0.996,318.97,Normal,0
2025-09-16,23:31:45.348000,385320,32.06,975.5,-1.05,-0.82,-632.42,0.005,0.001,0.996,319.15,Normal,0
2025-09-17,00:11:26.667000,2766699,31.22,975.23,-1.29,-3.74,-4919.73,0.053,-0.001,0.983,321.49,Normal,0
2025-09-16,23:57:24.571000,1826760,32.33,975.09,-1.29,-4.16,-3553.68,0.062,-0.001,0.988,322.68,Normal,0
2025-09-10,01:29:39.836000,484404,31.78,975.73,-1.21,-0.53,-864.89,-0.001,0.0,0.998,317.13,Normal,0
2025-09-16,23:48:10.311000,1370304,32.36,975.4,-1.58,-0.29,-2437.73,-0.002,0.0,0.996,319.97,Normal,0
2025-09-16,23:29:15.199000,235170,31.98,975.49,-1.14,-0.83,-380.44,0.01,0.001,0.998,319.25,Normal,0
2025-09-17,00:14:14.832000,2934867,32.31,975.03,-1.26,-3.73,-5204.56,0.054,-0.001,0.988,323.17,Normal,0
2025-09-10,01:21:35.797000,1613532,31.68,975.83,-1.58,0.65,-2661.04,-0.024,-0.007,0.995,316.3,Normal,0
2025-09-10,01:39:07.388000,1051971,31.69,975.63,-1.29,1.97,-1876.76,-0.044,-0.001,0.997,318.02,Normal,0
2025-09-17,00:00:05.007000,2085018,32.47,975.03,-1.27,-3.8,-3768.79,0.056,-0.002,0.983,323.22,Normal,0
2025-09-10,00:33:49.670000,2562480,32.24,975.95,-1.27,-4.17,-4184.79,0.073,-0.001,0.963,315.32,Normal,0
2025-09-16,23:30:33.276000,313248,32.05,975.49,-1.16,-0.84,-511.6,0.004,0.003,0.997,319.2,Normal,0
2025-09-10,00:04:23.960000,796716,32.4,976.15,-1.09,-1.84,-1333.78,0.025,0.001,0.995,313.56,Normal,0
2025-09-10,00:20:39.900000,1772691,32.32,976.04,-0.93,-6.35,-2880.48,0.1,0.002,0.984,314.49,Normal,0
2025-09-10,01:04:15.077000,1496415,31.72,975.85,-1.59,0.63,-2459.51,-0.021,-0.008,1.004,316.13,Normal,0
2025-09-17,00:13:56.813000,2916849,32.27,975.03,-1.28,-3.73,-5173.95,0.057,-0.005,0.979,323.15,Normal,0
2025-09-10,00:08:27.035000,982902,32.29,976.12,-1.0,-1.83,-1629.5,0.025,0.002,0.989,313.83,Normal,0
2025-09-10,00:23:22.071000,1934853,32.21,975.99,-1.07,-5.98,-3116.98,0.093,0.002,0.981,314.95,Normal,0
2025-09-10,00:24:37.144000,2009928,32.53,975.99,-1.13,-6.26,-3255.21,0.098,0.002,0.985,314.9,Normal,0
2025-09-16,23:53:55.647000,1715649,32.36,975.13,-1.32,-4.15,-3368.52,0.062,-0.008,0.989,322.32,Normal,0
2025-09-10,00:27:49.331000,2202120,32.26,976.0,-1.11,-5.18,-3561.5,0.081,-0.002,0.989,314.88,Normal,0
2025-09-10,01:36:34.235000,898818,31.67,975.6,-1.25,-0.56,-1605.81,-0.002,0.004,0.997,318.27,Normal,0
2025-09-16,23:41:03.898000,943878,32.25,975.4,-1.33,-1.04,-1702.47,0.009,-0.001,1.004,320.0,Normal,0
2025-09-10,01:33:52.079000,736656,31.71,975.71,-1.22,-0.54,-1314.71,0.002,0.002,0.993,317.32,Normal,0
2025-09-17,00:06:00.243000,2268201,32.31,975.04,-1.26,-3.78,-4078.22,0.06,0.0,0.987,323.07,Normal,0
2025-09-10,01:28:09.749000,394314,31.85,975.71,-1.27,-0.51,-704.67,-0.001,0.002,0.999,317.38,Normal,0
2025-09-16,23:54:31.674000,1751685,32.37,975.1,-1.33,-4.14,-3428.86,0.062,-0.004,0.987,322.6,Normal,0
2025-09-10,01:04:14.402000,577497,31.9,975.87,-1.44,0.64,-905.23,-0.018,-0.005,0.995,315.95,Normal,0
2025-09-10,00:46:45.149000,463383,31.98,975.95,-1.41,0.63,-718.09,-0.021,-0.005,0.996,315.27,Normal,0
2025-09-10,01:23:24.470000,109029,31.71,975.78,-1.3,-0.58,-192.87,0.0,-0.001,0.998,316.75,Normal,0
2025-09-10,01:22:30.415000,54975,31.67,975.79,-1.29,-0.55,-96.33,-0.001,-0.002,0.987,316.67,Normal,0
2025-09-17,00:13:38.446000,2877810,32.11,975.1,-1.31,-3.76,-5107.89,0.057,-0.001,0.99,322.61,Normal,0
2025-09-10,00:42:59.931000,238158,32.03,976.0,-1.48,-0.83,-338.3,0.008,-0.006,0.999,314.85,Normal,0
2025-09-09,23:58:53.640000,466386,32.6,976.18,-1.11,-0.25,-713.32,-0.003,0.0,0.993,313.31,Normal,0
2025-09-10,00:16:51.896000,1292211,32.24,976.13,-1.05,-1.82,-2122.63,0.024,0.001,0.997,313.77,Normal,0
